onset	duration	duration2fb	response_time	trial	event	choice1	state	reward
0.0	0.5213839000000007	4.566732100000001	0.5213839000000007	1	stim1	n/a	n/a	n/a
0.5213839000000036	0.028852600000001984	4.0453482	n/a	1	choice1	1	n/a	n/a
4.566732100000003	0.6022060999999994	3.1166643000000005	0.6022060999999994	1	stim2	n/a	0	n/a
5.168938200000003	0.014458200000000943	2.514458200000001	n/a	1	choice2	n/a	0	n/a
7.683396400000003	1.5	n/a	n/a	1	outcome	n/a	n/a	0
9.183396400000003	6.066845700000002	12.333586899999998	n/a	1	ITI_onset	n/a	n/a	n/a
15.250242100000005	0.7296881999999969	6.266741199999997	0.7296881999999969	2	stim1	n/a	n/a	n/a
15.979930300000003	0.02026480000000447	5.537053	n/a	2	choice1	1	n/a	n/a
21.516983300000003	0.6799060000000027	3.2000089000000007	0.6799060000000027	2	stim2	n/a	0	n/a
22.196889300000006	0.020102899999998043	2.520102899999998	n/a	2	choice2	n/a	0	n/a
24.716992200000004	1.5	n/a	n/a	2	outcome	n/a	n/a	1
26.216992200000004	4.5668142000000005	10.716895300000004	n/a	2	ITI_onset	n/a	n/a	n/a
30.7838064	1.627999100000001	6.150081100000003	1.627999100000001	3	stim1	n/a	n/a	n/a
32.4118055	0.005363499999999476	4.522082000000002	n/a	3	choice1	0	n/a	n/a
36.93388750000001	0.701900999999998	2.7167100999999967	0.701900999999998	3	stim2	n/a	1	n/a
37.635788500000004	0.01480909999999858	2.0148090999999986	n/a	3	choice2	n/a	1	n/a
39.6505976	1.5	n/a	n/a	3	outcome	n/a	n/a	1
41.1505976	5.066769199999995	8.3834893	n/a	3	ITI_onset	n/a	n/a	n/a
46.21736680000001	0.7800225000000064	3.3167201000000057	0.7800225000000064	4	stim1	n/a	n/a	n/a
46.99738930000001	0.02001230000000214	2.5366975999999997	n/a	4	choice1	0	n/a	n/a
49.534086900000005	5.913706600000005	10.933408899999995	5.913706600000005	4	stim2	n/a	1	n/a
55.44779350000002	0.019702299999989917	5.01970229999999	n/a	4	choice2	n/a	1	n/a
60.46749580000001	1.5	n/a	n/a	4	outcome	n/a	n/a	1
61.96749580000001	8.566910600000003	13.300308600000005	n/a	4	ITI_onset	n/a	n/a	n/a
70.53440640000001	1.2103410000000003	4.733398000000001	1.2103410000000003	5	stim1	n/a	n/a	n/a
71.74474740000001	0.006360400000005029	3.5230570000000005	n/a	5	choice1	0	n/a	n/a
75.2678044	9.158074999999997	17.166797399999997	9.158074999999997	5	stim2	n/a	1	n/a
84.4258794	0.008722399999998742	8.008722399999998	n/a	5	choice2	n/a	1	n/a
92.4346018	1.5	n/a	n/a	5	outcome	n/a	n/a	1
93.9346018	4.066917000000001	9.166956700000009	n/a	5	ITI_onset	n/a	n/a	n/a
98.0015188	1.5671858999999968	5.100039700000009	1.5671858999999968	6	stim1	n/a	n/a	n/a
99.5687047	0.016139400000000022	3.532853800000012	n/a	6	choice1	1	n/a	n/a
103.10155850000001	6.151201399999991	8.166763099999981	6.151201399999991	6	stim2	n/a	0	n/a
109.25275990000002	0.015561699999991106	2.0155616999999912	n/a	6	choice2	n/a	0	n/a
111.2683216	1.5	n/a	n/a	6	outcome	n/a	n/a	1
112.7683216	4.566810900000012	10.116868000000016	n/a	6	ITI_onset	n/a	n/a	n/a
117.3351325	1.0206143999999913	5.550057100000005	1.0206143999999913	7	stim1	n/a	n/a	n/a
118.3557469	0.012713000000017929	4.529442700000014	n/a	7	choice1	1	n/a	n/a
122.8851896	1.796453899999993	6.316705499999982	1.796453899999993	7	stim2	n/a	0	n/a
124.68164349999999	0.020251599999988684	4.520251599999988	n/a	7	choice2	n/a	0	n/a
129.20189509999997	1.5	n/a	n/a	7	outcome	n/a	n/a	0
130.70189509999997	3.5668007000000217	7.400189200000023	n/a	7	ITI_onset	n/a	n/a	n/a
134.2686958	1.3018961999999883	3.8333885000000008	1.3018961999999883	8	stim1	n/a	n/a	n/a
135.57059199999998	0.01481109999999171	2.5314923000000125	n/a	8	choice1	0	n/a	n/a
138.1020843	3.4221710000000023	9.933389399999985	3.4221710000000023	8	stim2	n/a	1	n/a
141.5242553	0.011218399999983376	6.511218399999984	n/a	8	choice2	n/a	1	n/a
148.03547369999998	1.5	n/a	n/a	8	outcome	n/a	n/a	1
149.53547369999998	2.5668304000000064	6.583565499999997	n/a	8	ITI_onset	n/a	n/a	n/a
152.1023041	0.986359300000011	4.016735099999991	0.986359300000011	9	stim1	n/a	n/a	n/a
153.0886634	0.013664900000003399	3.03037579999998	n/a	9	choice1	1	n/a	n/a
156.11903919999997	15.993156799999998	18.500255000000006	15.993156799999998	9	stim2	n/a	0	n/a
172.11219599999998	0.007098200000007637	2.5070982000000077	n/a	9	choice2	n/a	0	n/a
174.61929419999998	1.5	n/a	n/a	9	outcome	n/a	n/a	1
176.11929419999998	4.066797099999996	39.8173082	n/a	9	ITI_onset	n/a	n/a	n/a
180.1860913	32.227472600000006	35.750511100000004	32.227472600000006	10	stim1	n/a	n/a	n/a
212.41356389999999	0.006293899999989663	3.5230384999999953	n/a	10	choice1	1	n/a	n/a
215.9366024	8.224840200000006	10.233464500000002	8.224840200000006	10	stim2	n/a	0	n/a
224.1614426	0.008624299999995855	2.0086242999999957	n/a	10	choice2	n/a	0	n/a
226.1700669	1.5	n/a	n/a	10	outcome	n/a	n/a	1
227.6700669	3.5667801000000035	11.41687479999999	n/a	10	ITI_onset	n/a	n/a	n/a
231.23684699999998	5.816767099999997	7.850094699999987	5.816767099999997	11	stim1	n/a	n/a	n/a
237.05361409999998	0.016660299999988637	2.0333275999999896	n/a	11	choice1	0	n/a	n/a
239.08694169999998	20.26330540000001	25.283642099999998	20.26330540000001	11	stim2	n/a	1	n/a
259.35024710000005	0.020336699999985285	5.020336699999985	n/a	11	choice2	n/a	1	n/a
264.3705838	1.5	n/a	n/a	11	outcome	n/a	n/a	1
265.8705838	4.066846100000024	18.583727300000028	n/a	11	ITI_onset	n/a	n/a	n/a
269.93742990000004	7.487762500000011	14.516881200000004	7.487762500000011	12	stim1	n/a	n/a	n/a
277.4251924	0.012364599999971687	7.029118699999992	n/a	12	choice1	1	n/a	n/a
284.45431110000004	0.7490799000000116	5.266662299999967	0.7490799000000116	12	stim2	n/a	0	n/a
285.20339100000007	0.01758239999995567	4.517582399999956	n/a	12	choice2	n/a	0	n/a
289.7209734	1.5	n/a	n/a	12	outcome	n/a	n/a	0
291.2209734	8.566887300000003	32.95060840000003	n/a	12	ITI_onset	n/a	n/a	n/a
299.7878607	21.35365500000003	24.383721100000024	21.35365500000003	13	stim1	n/a	n/a	n/a
