onset	duration	duration2fb	response_time	trial	event	choice1	state	reward
0.0	0.3450639999999985	3.8834030999999993	0.3450639999999985	1	stim1	n/a	n/a	n/a
0.3450640000000007	0.021644100000001346	3.538339100000001	n/a	1	choice1	1	n/a	n/a
3.8834031000000024	0.6046539999999986	3.6166673999999985	0.6046539999999986	1	stim2	n/a	0	n/a
4.488057099999999	0.01201339999999982	3.0120134	n/a	1	choice2	n/a	0	n/a
7.5000705	1.5	n/a	n/a	1	outcome	n/a	n/a	1
9.0000705	4.566809399999999	10.666960599999998	n/a	1	ITI_onset	n/a	n/a	n/a
13.566879900000004	0.5731621000000013	6.1001512	0.5731621000000013	2	stim1	n/a	n/a	n/a
14.140042000000001	0.010185899999996764	5.526989099999999	n/a	2	choice1	1	n/a	n/a
19.667031100000003	0.5400190999999978	6.049968199999996	0.5400190999999978	2	stim2	n/a	1	n/a
20.207050199999998	0.009949099999997997	5.509949099999998	n/a	2	choice2	n/a	1	n/a
25.716999299999998	1.5	n/a	n/a	2	outcome	n/a	n/a	1
27.216999299999998	7.566837700000003	10.083686300000002	n/a	2	ITI_onset	n/a	n/a	n/a
34.783837	0.49517609999999695	2.5168485999999977	0.49517609999999695	3	stim1	n/a	n/a	n/a
35.2790131	0.004840900000002876	2.0216725000000006	n/a	3	choice1	0	n/a	n/a
37.3006856	0.6493155000000043	8.166494600000005	0.6493155000000043	3	stim2	n/a	0	n/a
37.9500011	0.0171791000000012	7.517179100000001	n/a	3	choice2	n/a	0	n/a
45.46718020000001	1.5	n/a	n/a	3	outcome	n/a	n/a	1
46.96718020000001	2.567347145000007	7.966938699999999	n/a	3	ITI_onset	n/a	n/a	n/a
49.53452734500001	0.3634177549999877	5.399591554999992	0.3634177549999877	4	stim1	n/a	n/a	n/a
49.897945099999994	0.01946570000000065	5.036173800000004	n/a	4	choice1	0	n/a	n/a
54.93411890000001	0.9909382000000041	7.500020399999994	0.9909382000000041	4	stim2	n/a	0	n/a
55.92505710000001	0.009082199999989824	6.50908219999999	n/a	4	choice2	n/a	0	n/a
62.43413929999999	1.5	n/a	n/a	4	outcome	n/a	n/a	0
63.93413929999999	3.0668205000000017	7.9168744	n/a	4	ITI_onset	n/a	n/a	n/a
67.0009598	0.8187347000000009	4.850053899999999	0.8187347000000009	5	stim1	n/a	n/a	n/a
67.8196945	0.01459330000000773	4.031319199999998	n/a	5	choice1	0	n/a	n/a
71.85101370000001	0.6669752000000008	8.683741500000004	0.6669752000000008	5	stim2	n/a	0	n/a
72.5179889	0.016766300000002957	8.016766300000002	n/a	5	choice2	n/a	0	n/a
80.5347552	1.5	n/a	n/a	5	outcome	n/a	n/a	0
82.0347552	5.0665242	7.466536200000002	n/a	5	ITI_onset	n/a	n/a	n/a
87.10127940000001	0.3768029999999999	2.4000120000000025	0.3768029999999999	6	stim1	n/a	n/a	n/a
87.4780824	0.006492499999993015	2.0232090000000027	n/a	6	choice1	0	n/a	n/a
89.50129140000001	0.8316609999999928	3.8500227999999916	0.8316609999999928	6	stim2	n/a	0	n/a
90.33295239999998	0.018361799999998766	3.0183617999999988	n/a	6	choice2	n/a	0	n/a
93.35131419999999	1.5	n/a	n/a	6	outcome	n/a	n/a	0
94.85131419999999	4.566811700000006	6.833452000000005	n/a	6	ITI_onset	n/a	n/a	n/a
99.4181259	0.24336939999999596	2.2666402999999993	0.24336939999999596	7	stim1	n/a	n/a	n/a
99.66149529999998	0.006611199999999371	2.023270900000003	n/a	7	choice1	1	n/a	n/a
101.68476620000001	0.6446949000000022	3.150046000000002	0.6446949000000022	7	stim2	n/a	1	n/a
102.3294611	0.0053510999999998605	2.5053511	n/a	7	choice2	n/a	1	n/a
104.83481219999999	1.5	n/a	n/a	7	outcome	n/a	n/a	1
106.33481219999999	6.5668998999999895	15.300262699999992	n/a	7	ITI_onset	n/a	n/a	n/a
112.9017121	0.7041773000000103	8.733362800000002	0.7041773000000103	8	stim1	n/a	n/a	n/a
113.6058894	0.012408300000010059	8.029185499999992	n/a	8	choice1	1	n/a	n/a
121.63507489999998	0.604786300000007	2.616657700000011	0.604786300000007	8	stim2	n/a	1	n/a
122.2398612	0.011871400000003631	2.0118714000000035	n/a	8	choice2	n/a	1	n/a
124.2517326	1.5	n/a	n/a	8	outcome	n/a	n/a	1
125.7517326	2.5667759999999835	5.050149999999994	n/a	8	ITI_onset	n/a	n/a	n/a
128.31850859999997	0.45191440000000876	2.4833740000000106	0.45191440000000876	9	stim1	n/a	n/a	n/a
128.770423	0.014755299999989802	2.031459600000002	n/a	9	choice1	0	n/a	n/a
130.8018826	0.9089182999999903	6.916653099999996	0.9089182999999903	9	stim2	n/a	0	n/a
131.71080089999998	0.007734800000005634	6.007734800000006	n/a	9	choice2	n/a	0	n/a
137.7185357	1.5	n/a	n/a	9	outcome	n/a	n/a	0
139.2185357	8.566952400000009	16.25051209999999	n/a	9	ITI_onset	n/a	n/a	n/a
147.7854881	0.6623415000000096	7.683559699999983	0.6623415000000096	10	stim1	n/a	n/a	n/a
148.4478296	0.004311399999976857	7.021218199999974	n/a	10	choice1	1	n/a	n/a
155.46904779999997	0.5927776000000012	2.599876800000027	0.5927776000000012	10	stim2	n/a	1	n/a
156.06182539999998	0.00709920000002603	2.007099200000026	n/a	10	choice2	n/a	1	n/a
158.0689246	1.5	n/a	n/a	10	outcome	n/a	n/a	1
159.5689246	2.5667314999999946	6.066788499999995	n/a	10	ITI_onset	n/a	n/a	n/a
162.1356561	0.4671440000000002	3.500057000000001	0.4671440000000002	11	stim1	n/a	n/a	n/a
162.6028001	0.016192899999994553	3.0329130000000006	n/a	11	choice1	1	n/a	n/a
165.6357131	0.7140820999999996	3.233331199999986	0.7140820999999996	11	stim2	n/a	1	n/a
