onset	duration	duration2fb	response_time	trial	event	choice1	state	reward
0.0	0.8327938520000026	3.8667959709999997	0.8327938520000026	1	stim1	n/a	n/a	n/a
0.8327938520000018	0.017616839000002073	3.034002118999997	n/a	1	choice1	1	n/a	n/a
3.866795971000002	0.5009733140000026	3.0166515470000013	0.5009733140000026	1	stim2	n/a	0	n/a
4.367769285000001	0.015678232999998726	2.5156782329999987	n/a	1	choice2	n/a	0	n/a
6.883447518000004	1.5	n/a	n/a	1	outcome	n/a	n/a	1
8.383447518000004	6.566811818999995	9.166910690000003	n/a	1	ITI_onset	n/a	n/a	n/a
14.950259336999999	0.5729898220000031	2.600098871000009	0.5729898220000031	2	stim1	n/a	n/a	n/a
15.523249159000002	0.010405853000003844	2.027109049000006	n/a	2	choice1	1	n/a	n/a
17.550358208000006	0.508404368999989	5.016596046999999	0.508404368999989	2	stim2	n/a	0	n/a
18.058762576999996	0.008191678000010142	4.50819167800001	n/a	2	choice2	n/a	0	n/a
22.566954255000006	1.5	n/a	n/a	2	outcome	n/a	n/a	1
24.066954255000006	3.566899719000001	7.700273452000001	n/a	2	ITI_onset	n/a	n/a	n/a
27.63385397400001	0.6083633709999995	4.133373733	0.6083633709999995	3	stim1	n/a	n/a	n/a
28.242217345000007	0.008291125999996438	3.525010362000001	n/a	3	choice1	1	n/a	n/a
31.76722770700001	0.7210460189999867	3.2333025789999956	0.7210460189999867	3	stim2	n/a	0	n/a
32.488273725999996	0.012256560000008904	2.512256560000009	n/a	3	choice2	n/a	0	n/a
35.00053028600001	1.5	n/a	n/a	3	outcome	n/a	n/a	1
36.50053028600001	4.566840690999991	8.133588348999998	n/a	3	ITI_onset	n/a	n/a	n/a
41.06737097699999	0.5404008360000007	3.5667476580000077	0.5404008360000007	4	stim1	n/a	n/a	n/a
41.60777181299999	0.009583316000003833	3.026346822000007	n/a	4	choice1	1	n/a	n/a
44.634118635	0.6221177549999993	5.633282305000001	0.6221177549999993	4	stim2	n/a	0	n/a
45.256236390000005	0.011164550000001328	5.011164550000001	n/a	4	choice2	n/a	0	n/a
50.267400939999995	1.5	n/a	n/a	4	outcome	n/a	n/a	1
51.767400939999995	4.066887528000007	7.71693783000001	n/a	4	ITI_onset	n/a	n/a	n/a
55.834288468000004	0.6267308869999979	3.6500503020000035	0.6267308869999979	5	stim1	n/a	n/a	n/a
56.461019355	0.006628089000005275	3.0233194150000053	n/a	5	choice1	1	n/a	n/a
59.484338770000015	0.5868863219999912	3.599970870999983	0.5868863219999912	5	stim2	n/a	1	n/a
60.071225092	0.013084548999991966	3.013084548999992	n/a	5	choice2	n/a	1	n/a
63.084309641	1.5	n/a	n/a	5	outcome	n/a	n/a	0
64.584309641	7.56690292600001	12.033657899000012	n/a	5	ITI_onset	n/a	n/a	n/a
72.15121256700002	0.4435394980000128	4.466754973000003	0.4435394980000128	6	stim1	n/a	n/a	n/a
72.59475206500002	0.0064574229999998355	4.02321547499999	n/a	6	choice1	0	n/a	n/a
76.61796754	0.45475505500000146	3.966654240999982	0.45475505500000146	6	stim2	n/a	1	n/a
77.07272259500002	0.011899185999980546	3.5118991859999804	n/a	6	choice2	n/a	1	n/a
80.58462178099998	1.5	n/a	n/a	6	outcome	n/a	n/a	1
82.08462178099998	2.5668416540000036	8.383565573	n/a	6	ITI_onset	n/a	n/a	n/a
84.65146343499998	0.7797296790000255	5.816723918999997	0.7797296790000255	7	stim1	n/a	n/a	n/a
85.43119311400002	0.020267625999986195	5.036994239999971	n/a	7	choice1	1	n/a	n/a
90.46818735400001	0.5535148980000231	3.5666446810000054	0.5535148980000231	7	stim2	n/a	0	n/a
